Company Name,Ticker,Zacks Industry Rank,Zacks Rank,VGM Score
"Liberty Media Corporation","LSXMK","74","3","A"
"LTC Properties, Inc.","LTC","80","3","D"
"Livent Corporation","LTHM","150","3","F"
"LATAM Airlines Group S.A.","LTM","135","3","A"
"Lantronix, Inc.","LTRX","56","3","F"
"lululemon athletica inc.","LULU","195","3","B"
"Luna Innovations Incorporated","LUNA","75","3","F"
"Southwest Airlines Co.","LUV","135","3","F"
"Livongo Health, Inc.","LVGO","69","1","D"
"LVMHMoet Hennessy Louis Vuitton SA","LVMUY","195","4","B"
"Las Vegas Sands Corp.","LVS","120","3","F"
"LexinFintech Holdings Ltd. Sponsored ADR","LX","227","4","B"
"Luxfer Holdings PLC","LXFR","219","3","D"
"Lexington Realty Trust","LXP","80","2","D"
"Lsb Industries Inc.","LXU","183","3","C"
"LyondellBasell Industries N.V.","LYB","192","5","C"
"Lloyds Banking Group PLC","LYG","165","3","C"
"Live Nation Entertainment, Inc.","LYV","121","4","D"
"Lonza Group Ag","LZAGY","68","3","C"
"LaZBoy Incorporated","LZB","245","5","A"
"Macys, Inc.","M","167","3","B"
"Mastercard Incorporated","MA","191","4","C"
"MidAmerica Apartment Communities, Inc.","MAA","126","4","D"
"Macerich Company The","MAC","181","4","C"
"MAG Silver Corporation","MAG","81","4","F"
"Main Street Capital Corporation","MAIN","152","3","C"
"Marks and Spencer Group PLC","MAKSY","131","3","A"
"ManpowerGroup Inc.","MAN","203","5","A"
"Manhattan Associates, Inc.","MANH","81","2","D"
"ManTech International Corporation","MANT","167","3","A"
"Manchester United Ltd.","MANU","121","3","B"
"Marriott International, Inc.","MAR","207","5","F"
"Remark Holdings, Inc.","MARK","81","2","F"
"Masco Corporation","MAS","203","3","C"
"Masimo Corporation","MASI","69","3","C"
"Matthews International Corporation","MATW","236","4","A"
"Matson, Inc.","MATX","206","4","A"
"Maxar Technologies Ltd.","MAXR","74","3","C"
"Middlefield Banc Corp.","MBCN","219","5","B"
"Merchants Bancorp","MBIN","219","2","F"
"METRO BANK PLC","MBNKF","165","3","D"
"Microbot Medical Inc.","MBOT","69","3","F"
"Mitchells  Butlers Plc","MBPFF","167","3","B"
"Mobile TeleSystems PJSC","MBT","121","3","B"
"Malibu Boats, Inc.","MBUU","135","4","B"
"Mercantile Bank Corporation","MBWM","236","4","F"
"Moelis  Company","MC","150","5","F"
"Metropolitan Bank Holding Corp.","MCB","219","4","C"
"Macatawa Bank Corporation","MCBC","236","2","C"
"MetroCity Bankshares, Inc.","MCBS","247","5","B"
"Medley Capital Corporation","MCC","161","3","D"
"McDonalds Corporation","MCD","167","4","F"
"MASTERCRAFT BOAT HOLDINGS, INC.","MCFT","135","3","B"
"Microchip Technology Incorporated","MCHP","81","3","B"
"McKesson Corporation","MCK","167","3","B"
"Moodys Corporation","MCO","152","3","C"
"Monarch Casino  Resort, Inc.","MCRI","120","3","D"
"MORGAN ADV MATL","MCRUF","150","3","A"
"Marcus Corporation The","MCS","121","3","F"
"Mercury General Corporation","MCY","141","3","A"
"MEDNAX, Inc.","MD","177","4","C"
"M.D.C. Holdings, Inc.","MDC","245","4","D"
"Medallia, Inc.","MDLA","81","3","C"
"Allscripts Healthcare Solutions, Inc.","MDRX","69","3","D"
"Medtronic PLC","MDT","68","4","C"
"Mayville Engineering Company, Inc.","MEC","160","3","C"
"Medpace Holdings, Inc.","MEDP","63","3","B"
"Methode Electronics, Inc.","MEI","81","3","A"
"Methanex Corporation","MEOH","192","3","C"
"Mercer International Inc.","MERC","152","3","D"
"Mesa Air Group, Inc.","MESA","135","3","B"
"MetLife, Inc.","MET","141","3","B"
"RAMACO RESOURCS","METC","63","3","D"
"MFA Financial, Inc.","MFA","203","3","A"
"Manulife Financial Corp","MFC","177","4","B"
"Mizuho Financial Group, Inc.","MFG","165","3","F"
"Medallion Financial Corp.","MFIN","152","4","C"
"Mackinac Financial Corporation","MFNC","236","3","B"
"Mistras Group Inc","MG","121","4","B"
"Magna International Inc.","MGA","165","3","C"
"Michelin","MGDDY","167","4","A"
"MoneyGram International Inc.","MGI","152","4","F"
"Magic Software Enterprises Ltd.","MGIC","81","3","A"
"Magellan Health, Inc.","MGLN","81","4","A"
"MGM Resorts International","MGM","120","4","F"
"MacroGenics, Inc.","MGNX","68","3","F"
"MGM Growth Properties LLC","MGP","80","3","D"
"McGrath RentCorp","MGRC","254","5","B"
"Mohawk Industries, Inc.","MHK","240","5","B"
"MI Homes, Inc.","MHO","245","4","C"
"Mitsubishi Heavy Industries, Ltd.","MHVYF","219","4","D"
"Macquarie Infrastructure Company","MIC","183","4","C"
"The Middleby Corporation","MIDD","219","5","B"
"The Michaels Companies, Inc.","MIK","192","4","A"
"Mobile Mini, Inc.","MINI","50","4","B"
"Mitsubishi Estate Co.","MITEY","183","3","C"
"Mitie Group PLC.","MITFY","56","3","B"
"Mitsui  Co.","MITSY","144","4","A"
"Markel Corporation","MKL","141","4","C"
"MKS Instruments, Inc.","MKSI","126","3","B"
"Mesa Laboratories, Inc.","MLAB","69","3","D"
"Melco Resorts  Entertainment Limited","MLCO","120","3","C"
"Mueller Industries, Inc.","MLI","227","3","B"
"Martin Marietta Materials, Inc.","MLM","219","4","D"
"Malvern Bancorp, Inc.","MLVF","219","4","D"
"Marsh  McLennan Companies, Inc.","MMC","81","3","F"
"Marcus  Millichap, Inc.","MMI","183","5","F"
"Martin Midstream Partners L.P.","MMLP","69","1","A"
"3M Company","MMM","183","4","B"
"Magellan Midstream Partners, L.P.","MMP","81","3","B"
"Maximus, Inc.","MMS","183","4","B"
"Merit Medical Systems, Inc.","MMSI","167","3","B"
"Manning  Napier, Inc.","MN","161","3","B"
"Monmouth Real Estate Investment Corporation","MNR","80","3","D"
"Monro Muffler Brake, Inc.","MNRO","212","5","C"
"MainStreet Bank","MNSB","219","3","B"
"Monster Beverage Corporation","MNST","121","3","C"
"Manitex International, Inc.","MNTX","219","3","C"
"Altria Group, Inc.","MO","73","3","A"
"Modine Manufacturing Company","MOD","165","3","A"
"MidWestOne Financial Group, Inc.","MOFG","236","5","C"
"Moog Inc.","MOG.A","211","4","A"
"Mogo Inc","MOGO","75","3","F"
"Molina Healthcare, Inc","MOH","81","3","A"
"Momo Inc.","MOMO","56","3","A"
"MONDI PLC UNS","MONDY","152","3","A"
"The Mosaic Company","MOS","81","3","D"
"Motus GI Holdings, Inc.","MOTS","69","3","F"
"Movado Group Inc.","MOV","152","3","A"
"Motorcar Parts of America, Inc.","MPAA","229","3","A"
"Mid Penn Bancorp","MPB","219","2","C"
"Marathon Petroleum Corporation","MPC","180","3","D"
"Medical Properties Trust, Inc.","MPW","80","3","B"
"Monolithic Power Systems, Inc.","MPWR","81","3","C"
"Marine Products Corporation","MPX","135","3","C"
"Meridian Bank","MRBK","219","3","B"
"MRC Global Inc.","MRC","81","3","D"
"Monroe Capital Corporation","MRCC","161","4","F"
"Mercury Systems Inc","MRCY","133","2","B"
"Marathon Oil Corporation","MRO","81","3","C"
"Marten Transport, Ltd.","MRTN","207","3","A"
"Marvell Technology Group Ltd.","MRVL","50","3","F"
"Morgan Stanley","MS","150","4","C"
"MSA Safety Incorporporated","MSA","62","3","D"
"MSAD Insurance Group Holdings Inc.","MSADY","141","1","A"
"Mitsubishi Corp.","MSBHY","183","3","A"
"Midland States Bancorp, Inc.","MSBI","219","5","C"
"STUDIO CITY IH","MSC","121","3","F"
"MSCI Inc","MSCI","126","3","C"
"Microsoft Corporation","MSFT","81","2","B"
"Madison Square Garden Entertainment Corp.","MSGE","121","3","D"
"MSG Networks Inc.","MSGN","177","3","A"
"The Madison Square Garden Company","MSGS","121","2","F"
"Motorola Solutions, Inc.","MSI","59","3","C"
"MSC Industrial Direct Company, Inc.","MSM","207","3","A"
"MicroStrategy Incorporated","MSTR","81","4","B"
"ArcelorMittal","MT","167","4","D"
"MT Bank Corporation","MTB","247","4","F"
"MettlerToledo International, Inc.","MTD","195","3","D"
"MGIC Investment Corporation","MTG","141","4","C"
"Meritage Homes Corporation","MTH","245","4","B"
"Mitsubishi Chemical Holdings Corp.","MTLHY","192","3","B"
"Vail Resorts, Inc.","MTN","121","3","B"
"Meritor, Inc.","MTOR","165","3","A"
"Matrix Service Company","MTRX","81","3","C"
"MACOM Technology Solutions Holdings, Inc.","MTSI","81","2","B"
"The Manitowoc Company, Inc.","MTW","229","3","F"
"Minerals Technologies Inc.","MTX","150","3","B"
"MasTec, Inc.","MTZ","76","3","A"
"Micron Technology, Inc.","MU","249","4","B"
"Mitsubishi UFJ Financial Group, Inc.","MUFG","165","3","D"
"Murphy USA Inc.","MUSA","180","1","A"
"Mvb Financial Corp.","MVBF","152","4","F"
"MVC Capital, Inc.","MVC","152","2","B"
"Microvision, Inc.","MVIS","63","3","C"
"MUELLER WATER PRODUCTS","MWA","81","3","B"
"MagnaChip Semiconductor Corporation","MX","81","3","B"
"Metso Corp.","MXCYY","219","3","D"
"MDxhealth SA","MXDHF","69","3","F"
"Maxim Integrated Products, Inc.","MXIM","81","3","C"
"MaxLinear, Inc","MXL","81","3","F"
"First Western Financial, Inc.","MYFW","236","5","D"
"Myomo, Inc.","MYO","68","3","F"
"MYR Group, Inc.","MYRG","81","3","A"
"Mazda Motor Corporation","MZDAY","243","3","B"
"National Australia Bank Ltd.","NABZY","165","3","C"
"Nordic American Tankers Limited","NAT","69","2","B"
"National Instruments Corporation","NATI","135","4","B"
"Navistar International Corporation","NAV","165","3","C"
"Navidea Biopharmaceuticals, Inc.","NAVB","69","3","D"
"Navient Corporation","NAVI","227","4","B"
"New Age Beverage Corporation","NBEV","121","3","C"
"National Bank Holdings Corporation","NBHC","247","4","F"
"NBT Bancorp Inc.","NBTB","219","4","D"
"Nicolet Bankshares Inc.","NCBS","219","3","C"
"Norwegian Cruise Line Holdings Ltd.","NCLH","121","3","F"
"National CineMedia, Inc.","NCMI","195","3","A"
"NCR Corporation","NCR","81","3","C"
"NCS Multistage Holdings, Inc.","NCSM","78","3","C"
"NABTESCO CP TKY","NCTKF","243","3","A"
"Nitto Denko Corp.","NDEKY","50","4","A"
"Noodles  Company","NDLS","167","4","C"
"ENDRA Life Sciences Inc.","NDRA","69","1","F"
"Nordson Corporation","NDSN","219","3","B"
"NextEra Energy, Inc.","NEE","76","2","C"
"Neogen Corporation","NEOG","68","3","C"
"Nephros Inc.","NEPH","68","3","F"
"Neptune Wellness Solutions Inc.","NEPT","68","3","F"
"Newtek Business Services Corp.","NEWT","152","2","A"
"Keane Group, Inc.","NEX","78","3","A"
"NextDecade Corporation","NEXT","81","3","D"
"Northfield Bancorp, Inc.","NFBK","181","3","F"
"New Fortress Energy LLC","NFE","148","3","F"
"Netflix, Inc.","NFLX","161","2","B"
"National Grid Transco, PLC","NGG","76","3","A"
"National General Holdings Corp","NGHC","141","1","A"
"NGL Energy Partners LP","NGL","125","3","A"
"Ingevity Corporation","NGVT","150","4","C"
"NantHealth, Inc.","NH","69","3","C"
"National Health Investors, Inc.","NHI","80","3","D"
"Norsk Hydro ASA","NHYDY","227","1","A"
"NiSource, Inc","NI","76","3","C"
"Nine Energy Service, Inc.","NINE","78","3","D"
"Nikon Corp.","NINOY","126","2","C"
"NIU TECHADR","NIU","165","2","A"
"Nidec Corp.","NJDCY","144","3","B"
"NIKE, Inc.","NKE","235","3","C"
"National Bankshares, Inc.","NKSH","247","3","D"
"NortonLifeLock Inc.","NLOK","62","3","D"
"Nielsen Holdings Plc","NLSN","152","4","B"
"Netlist, Inc.","NLST","81","3","C"
"Annaly Capital Management Inc","NLY","203","4","F"
"New Mountain Finance Corporation","NMFC","152","3","B"
"NMI Holdings Inc","NMIH","141","4","A"
"Navios Maritime Partners LP","NMM","69","3","A"
"Nomura Holdings Inc ADR","NMR","150","3","F"
"Newmark Group, Inc.","NMRK","139","3","C"
"NN, Inc.","NNBR","227","3","B"
"Nissan Chemical Industries, Ltd.","NNCHY","150","3","B"
"National Retail Properties","NNN","181","3","C"
"North American Construction Group Ltd.","NOA","76","4","A"
"Noah Holdings Ltd.","NOAH","161","3","A"
"Northrop Grumman Corporation","NOC","139","3","D"
"Nokia Corporation","NOK","59","3","C"
"National Oilwell Varco, Inc.","NOV","81","3","B"
"Sunnova Energy International Inc.","NOVA","50","3","F"
"Novanta Inc.","NOVT","144","4","D"
"ServiceNow, Inc.","NOW","81","2","B"
"Neenah Paper, Inc.","NP","152","4","B"
"EnPro Industries","NPO","219","5","C"
"NeoPhotonics Corporation","NPTN","50","1","A"
"Newpark Resources, Inc.","NR","78","3","C"
"NexPoint Real Estate Finance, Inc.","NREF","203","1","C"
"NRG Energy, Inc.","NRG","76","3","C"
"NOMURA RESH LTD","NRILY","75","3","B"
"Northrim BanCorp Inc","NRIM","141","4","F"
"New Residential Investment Corp.","NRZ","203","3","A"
"NuStar Energy L.P.","NS","81","4","A"
"National Storage Affiliates Trust","NSA","80","3","B"
"Nissan Motor Co.","NSANY","243","3","A"
"Norfolk Southern Corporation","NSC","222","3","C"
"Capitol Investment Corp. IV","NSCO","207","3","D"
"Insperity, Inc.","NSP","203","4","B"
"InspireMD, Inc.","NSPR","69","3","D"
"NAPCO Security Technologies, Inc.","NSSC","62","3","B"
"NanoString Technologies, Inc.","NSTG","68","3","F"
"NetApp, Inc.","NTAP","81","3","A"
"Bank of N.T. Butterfield  Son Limited The","NTB","165","4","F"
"Natura Co Holding S.A. ADR","NTCO","163","3","F"
"NetScout Systems, Inc.","NTCT","56","3","D"
"Ntt Data Corporation","NTDTY","75","3","A"
"NetEase, Inc.","NTES","56","3","A"
"NETGEAR, Inc.","NTGR","56","3","D"
"Northern Technologies International Corporation","NTIC","192","3","A"
"Nutanix Inc.","NTNX","81","1","F"
"Nutrien Ltd.","NTR","81","4","F"
"Natera, Inc.","NTRA","63","2","F"
"Northern Trust Corporation","NTRS","247","3","F"
"Natus Medical Incorporated","NTUS","69","3","A"
"NetSol Technologies Inc.","NTWK","81","3","F"
"Nuance Communications, Inc.","NUAN","81","3","D"
"Nucor Corporation","NUE","167","3","A"
"NeuroMetrix, Inc.","NURO","68","3","F"
"Nu Skin Enterprises, Inc.","NUS","163","2","A"
"NuVasive, Inc.","NUVA","68","4","F"
"Neovasc Inc.","NVCN","69","2","D"
"NovoCure Limited","NVCR","63","3","C"
"NVIDIA Corporation","NVDA","50","2","B"
"NV5 Global, Inc.","NVEE","152","4","A"
"Navigator Holdings Ltd.","NVGS","69","4","C"
"Nova Measuring Instruments Ltd.","NVMI","135","4","D"
"NVR, Inc.","NVR","245","3","C"
"Nevro Corp.","NVRO","69","3","C"
"Envista Holdings Corporation","NVST","68","3","F"
"nVent Electric PLC","NVT","144","4","D"
"Invitae Corporation","NVTA","69","2","F"
"Novozymes AS","NVZMY","150","3","D"
"Northwest Bancshares, Inc.","NWBI","181","3","D"
"NorthWestern Corporation","NWE","76","3","C"
"Northwest Pipe Company","NWPX","227","4","A"
"News Corporation","NWSA","177","3","B"
"Quanex Building Products Corporation","NX","203","2","B"
"NEXTGEN HEALTHCARE, INC","NXGN","69","3","A"
"Next PLC","NXGPY","195","3","F"
"NXP Semiconductors N.V.","NXPI","81","4","D"
"NexPoint Residential Trust, Inc.","NXRT","126","3","C"
"Nexstar Media Group, Inc","NXST","161","3","A"
"New York Community Bancorp, Inc.","NYCB","181","2","C"
"New York Mortgage Trust, Inc.","NYMT","203","3","F"
"The New York Times Company","NYT","81","3","C"
"Realty Income Corporation","O","181","3","C"
"Origin Bancorp, Inc.","OBNK","247","5","F"
"Owens Corning Inc","OC","203","5","D"
"OFS Credit Company, Inc.","OCCI","161","3","B"
"OceanFirst Financial Corp.","OCFC","181","3","B"
"OneConnect Financial Technology Co., Ltd. Sponsored ADR","OCFT","75","3","F"
"Olympus Corp.","OCPNY","69","3","A"
"Oaktree Strategic Income Corp.","OCSI","152","3","F"
"Oaktree Specialty Lending Corp.","OCSL","152","2","B"
"OncoCyte Corporation","OCX","63","3","F"
"Old Dominion Freight Line, Inc.","ODFL","207","3","C"
"Office Depot, Inc.","ODP","192","2","A"
"Orion Engineered Carbons S.A","OEC","192","3","D"
"Corporate Office Properties Trust","OFC","80","3","B"
"OFG Bancorp","OFG","219","5","F"
"ORTHOFIX MEDICAL INC.","OFIX","69","3","C"
"OFS Capital Corporation","OFS","152","5","D"
"OGE Energy Corporation","OGE","76","3","D"
"Organigram Holdings Inc.","OGI","68","3","F"
"Omega Healthcare Investors, Inc.","OHI","80","3","B"
"OI Glass, Inc.","OI","249","4","D"
"Oceaneering International, Inc.","OII","78","3","C"
"Oil States International, Inc.","OIS","81","3","A"
"Okta, Inc.","OKTA","56","2","C"
"ORIENTAL LAND","OLCLY","207","3","C"
"Universal Display Corporation","OLED","144","3","F"
"Olin Corporation","OLN","192","3","F"
"One Liberty Properties, Inc.","OLP","80","1","D"
"Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","OMAB","206","5","C"
"Omnicom Group Inc.","OMC","195","4","D"
"Omnicell, Inc.","OMCL","69","4","B"
"Omeros Corporation","OMER","68","3","C"
"OneMain Holdings, Inc.","OMF","227","5","C"
"Owens  Minor, Inc.","OMI","68","2","A"
"Oasis Midstream Partners LP","OMP","81","3","A"
"Omron Corp.","OMRNY","144","3","D"
"OMV AG","OMVJF","148","4","B"
"ON Semiconductor Corporation","ON","81","3","D"
"Old National Bancorp","ONB","236","3","F"
"On Deck Capital, Inc.","ONDK","152","4","B"
"1Life Healthcare, Inc.","ONEM","69","3","F"
"OneWater Marine Inc.","ONEW","135","3","B"
"Ooma, Inc.","OOMA","67","2","C"
"Opus Bank","OPB","218","3","B"
"OP Bancorp","OPBK","218","3","C"
"Option Care Health, Inc.","OPCH","79","3","B"
"OpGen, Inc.","OPGN","63","1","D"
"Office Properties Income Trust","OPI","126","3","B"
"OPKO Health, Inc.","OPK","69","1","D"
"Oportun Financial Corporation","OPRT","152","3","D"
"OptimizeRx Corp.","OPRX","81","3","F"
"Orange","ORAN","121","3","A"
"ORBCOMM Inc.","ORBC","74","3","B"
"Orchid Island Capital, Inc.","ORC","131","3","D"
"Owl Rock Capital Corporation","ORCC","152","3","F"
"Oracle Corporation","ORCL","81","3","B"
"Old Republic International Corporation","ORI","141","4","A"
"OReilly Automotive, Inc.","ORLY","225","3","B"
"Orion Group Holdings, Inc.","ORN","76","2","A"
"Orrstown Financial Services Inc","ORRF","219","3","B"
"Norbord Inc.","OSB","163","4","B"
"Old Second Bancorp, Inc.","OSBC","236","3","C"
"OSI Systems, Inc.","OSIS","144","3","A"
"Oshkosh Corporation","OSK","165","4","A"
"OraSure Technologies, Inc.","OSUR","68","3","F"
"OneSavings Bank PLC","OSVBF","165","3","B"
"Haymaker Acquisition Corp.","OSW","121","3","C"
"Open Text Corporation","OTEX","81","4","B"
"Otis Worldwide Corporation","OTIS","203","2","C"
"Otter Tail Corporation","OTTR","76","3","D"
"OUTFRONT Media Inc.","OUT","80","3","F"
"OUTOKUMPO OY","OUTKY","167","3","A"
"OverseaChinese Banking Corporation Limited","OVCHY","165","3","C"
"Oxford Immunotec Global PLC","OXFD","69","4","F"
"Oxford Lane Capital Corp.","OXLC","63","3","B"
"Oxford Industries, Inc.","OXM","195","5","A"
"Oxford Square Capital Corp.","OXSQ","152","3","C"
"Occidental Petroleum Corporation","OXY","81","3","C"
"Bank OZK","OZK","219","3","D"
"Plains All American Pipeline, L.P.","PAA","81","3","A"
"Pan American Silver Corp.","PAAS","81","2","D"
"Grupo Aeroportuario Del Pacifico, S.A. de C.V.","PAC","206","5","A"
"Pacific Biosciences of California, Inc.","PACB","69","2","C"
"PacWest Bancorp","PACW","141","3","C"
"Penske Automotive Group, Inc.","PAG","207","4","A"
"PagSeguro Digital Ltd.","PAGS","191","4","F"
"Phibro Animal Health Corporation","PAHC","68","3","B"
"Pampa Energia S.A.","PAM","76","3","F"
"Palo Alto Networks, Inc.","PANW","59","3","D"
"PAR Technology Corporation","PAR","81","3","F"
"Par Pacific Holdings, Inc.","PARR","180","4","C"
"Patrick Industries, Inc.","PATK","203","3","B"
"3PEA international, Inc.","PAYS","191","3","B"
"Paychex, Inc.","PAYX","223","3","C"
"Prosperity Bancshares, Inc.","PB","218","3","B"
"Private Bancorp of America, Inc.","PBAM","218","3","B"
"Peoples United Financial, Inc.","PBCT","181","3","B"
"PBF Energy Inc.","PBF","180","4","F"
"PBF Logistics LP","PBFX","81","3","A"
"Pitney Bowes Inc.","PBI","240","3","D"
"Potbelly Corporation","PBPB","167","4","B"
"Petroleo Brasileiro S.A. Petrobras","PBR","236","3","C"
"PACCAR Inc.","PCAR","240","4","D"
"PCB BANCORP","PCB","218","3","D"
"Pacific Basin Shipping Ltd.","PCFBY","69","3","B"
"Pacific Gas  Electric Co.","PCG","76","3","A"
"Potlatch Corporation","PCH","163","3","B"
"Panasonic Corp.","PCRFY","134","3","A"
"PCTEL, Inc.","PCTI","59","2","A"
"Patterson Companies, Inc.","PDCO","167","4","D"
"PDF Solutions, Inc.","PDFS","167","3","C"
"Piedmont Office Realty Trust, Inc.","PDM","80","3","C"
"Pernod Ricard SA","PDRDY","167","4","D"
"Healthpeak Properties, Inc.","PEAK","80","3","D"
"Pebblebrook Hotel Trust","PEB","80","3","F"
"Peoples Bancorp Inc.","PEBO","236","5","C"
"Public Service Enterprise Group Incorporated","PEG","76","3","C"
"Pegasystems Inc.","PEGA","81","2","F"
"Pennsylvania Real Estate Investment Trust","PEI","181","3","B"
"Penumbra, Inc.","PEN","69","3","F"
"Penn National Gaming, Inc.","PENN","120","4","F"
"PepsiCo, Inc.","PEP","121","3","D"
"PetIQ, Inc.","PETQ","68","3","F"
"Preferred Bank","PFBC","141","4","B"
"Principal Financial Group, Inc.","PFG","161","3","B"
"Professional Holding Corp.","PFHD","247","3","D"
"PennantPark Floating Rate Capital Ltd.","PFLT","161","3","F"
"Performant Financial Corporation","PFMT","56","2","A"
"Proofpoint, Inc.","PFPT","59","3","B"
"Provident Financial Services, Inc","PFS","181","4","D"
"PennyMac Financial Services, Inc.","PFSI","131","2","C"
"PFSweb, Inc.","PFSW","56","1","A"
"PeapackGladstone Financial Corporation","PGC","219","5","F"
"Progyny, Inc.","PGNY","63","3","B"
"The Progressive Corporation","PGR","141","2","C"
"Paramount Group, Inc.","PGRE","80","3","C"
"PGT, Inc.","PGTI","203","3","B"
"ParkerHannifin Corporation","PH","219","3","B"
"Koninklijke Philips N.V.","PHG","121","3","A"
"Chardan Healthcare Acquisition Corp.","PHGE","68","2","C"
"PLDT Inc.","PHI","121","3","B"
"PulteGroup, Inc.","PHM","245","4","A"
"Phreesia, Inc.","PHR","69","3","C"
"Polaris Inc.","PII","240","5","D"
"Premier, Inc.","PINC","63","3","A"
"Alpine Income Property Trust, Inc.","PINE","80","3","C"
"Ping Identity Holding Corp.","PING","81","2","F"
"Piper Jaffray Companies","PIPR","150","5","A"
"PJT Partners Inc.","PJT","152","2","D"
"Park Hotels  Resorts Inc.","PK","80","3","F"
"Packaging Corporation of America","PKG","126","3","A"
"PerkinElmer, Inc.","PKI","195","3","C"
"ParkOhio Holdings Corp.","PKOH","81","3","D"
"POSCO","PKX","167","3","A"
"Photronics, Inc.","PLAB","81","3","B"
"Dave  Busters Entertainment, Inc.","PLAY","167","3","B"
"The Childrens Place, Inc.","PLCE","195","3","A"
"Prologis, Inc.","PLD","80","3","C"
"Palomar Holdings, Inc.","PLMR","141","2","D"
"Planet Fitness, Inc.","PLNT","121","4","F"
"Douglas Dynamics, Inc.","PLOW","229","3","F"
"Pulse Biosciences, Inc","PLSE","69","3","F"
"Plantronics, Inc.","PLT","67","2","C"
"Plug Power, Inc.","PLUG","148","3","F"
"ePlus inc.","PLUS","126","3","C"
"Plexus Corp.","PLXS","81","3","B"
"Playa Hotels  Resorts N.V.","PLYA","207","4","D"
"PLYMOUTH IND RE","PLYM","80","3","C"
"Philip Morris International Inc.","PM","73","4","C"
"Pacific Mercantile Bancorp","PMBC","141","3","D"
"Premier Oil PLC","PMOIY","148","3","C"
"PennyMac Mortgage Investment Trust","PMT","139","4","C"
"The PNC Financial Services Group, Inc","PNC","247","5","F"
"Pinnacle Financial Partners, Inc.","PNFP","247","4","D"
"Ping An Insurance Co. of China Ltd.","PNGAY","141","3","B"
"PNM Resources, Inc. Holding Co.","PNM","76","2","B"
"PennantPark Investment Corporation","PNNT","152","3","F"
"Pentair plc","PNR","167","4","D"
"The Pennant Group, Inc.","PNTG","79","2","C"
"Pinnacle West Capital Corporation","PNW","76","3","C"
"Insulet Corporation","PODD","68","3","F"
"Petrofac Ltd.","POFCY","78","3","A"
"PolyOne Corporation","POL","167","4","D"
"Pool Corporation","POOL","135","4","B"
"Portland General Electric Company","POR","76","3","C"
"POLA ORBIS","PORBF","163","3","B"
"Power Integrations, Inc.","POWI","81","3","F"
"Pacific Premier Bancorp Inc","PPBI","181","3","C"
"Pilgrims Pride Corporation","PPC","144","3","A"
"PPD, Inc.","PPD","63","2","D"
"PPG Industries, Inc.","PPG","192","4","F"
"PPL Corporation","PPL","76","3","C"
"Kering SA","PPRUY","195","4","B"
"PQ Group Holdings Inc.","PQG","150","3","D"
"ProAssurance Corporation","PRA","141","3","F"
"PRA Group, Inc.","PRAA","152","3","A"
"PRA Health Sciences, Inc.","PRAH","63","3","C"
"Perceptron, Inc.","PRCP","135","3","A"
"Predictive Technology Group, Inc.","PRED","69","3","D"
"Perficient, Inc.","PRFT","167","3","D"
"Perrigo Company plc","PRGO","68","3","A"
"Progress Software Corporation","PRGS","81","3","B"
"PRGX Global, Inc.","PRGX","56","3","A"
"Primerica, Inc.","PRI","177","3","A"
"Primoris Services Corporation","PRIM","76","4","D"
"Park National Corporation","PRK","236","3","C"
"PROS Holdings, Inc.","PRO","81","3","F"
"ProSight Global, Inc.","PROS","141","3","B"
"Provident Financial Holdings, Inc.","PROV","181","4","C"
"PERSPECTA INC","PRSP","81","3","A"
"Priority Technology Holdings, Inc.","PRTH","75","3","C"
"U.S. Auto Parts Network, Inc.","PRTS","225","3","A"
"Prudential Financial, Inc.","PRU","141","4","B"
"Pluralsight, Inc.","PS","75","2","B"
"Public Storage","PSA","80","3","D"
"PS Business Parks, Inc.","PSB","80","3","D"
"Prospect Capital Corporation","PSEC","161","1","D"
"Persimmon Plc","PSMMY","245","4","A"
"Parsons Corporation","PSN","75","3","D"
"Pearson, PLC","PSO","212","3","B"
"Pure Storage, Inc.","PSTG","81","3","B"
"Postal Realty Trust, Inc.","PSTL","80","2","C"
"Phillips 66","PSX","180","5","B"
"Phillips 66 Partners LP","PSXP","125","4","C"
"PTC Inc.","PTC","81","2","B"
"KCAP Financial, Inc.","PTMN","161","3","A"
"Peloton Interactive, Inc.","PTON","135","2","D"
"PetroChina Company Limited","PTR","148","2","F"
"P.A.M. Transportation Services, Inc.","PTSI","207","5","A"
"Peoples Utah Bancorp","PUB","141","3","C"
"Publicis Groupe SA","PUBGY","195","3","A"
"PEUGEOT SA","PUGOY","243","5","A"
"Prudential Public Limited Company","PUK","141","3","A"
"ProPetro Holding Corp.","PUMP","78","3","A"
"PVH Corp.","PVH","195","3","A"
"I.D. Systems, Inc.","PWFL","206","3","F"
"Quanta Services, Inc.","PWR","160","4","C"
"PAYPOINT PLC","PYPTF","191","3","A"
"Papa Johns International, Inc.","PZZA","167","2","B"
"QAD Inc.","QADA","126","2","C"
"Q Biomed Inc.","QBIO","63","3","C"
"QUALCOMM Incorporated","QCOM","59","3","A"
"QCR Holdings, Inc.","QCRH","236","3","D"
"Qudian Inc. Sponsored ADR","QD","227","3","A"
"Quidel Corporation","QDEL","68","1","B"
"QIWI PLC","QIWI","191","4","A"
"QK International Group Limited Sponsored ADR","QK","75","2","C"
"Qualys, Inc.","QLYS","59","3","C"
